,concept,id,label_1,label_2,label_3,label_4,label_5,margin_error_dummy,race,type
6585,B14007B.  School Enrollment by Level of School for the Population 3 Years and Over (Black or African American Alone),B14007B_005E,Enrolled in school,Enrolled in grade 1,,,,False,Black or African American Alone,int
6670,B17001B.  POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17001B_042M,Margin Of Error For!!Income in the past 12 months at or above poverty level,Male,45 to 54 years,,,True,Black or African American Alone,int
6700,B19037B.  Age of Householder by Household Income (Black or African American Alone Householder),B19037B_034E,Householder 25 to 44 years,"$150,000 to $199,999",,,,False,Black or African American Alone,int
6719,B14007B.  School Enrollment by Level of School for the Population 3 Years and Over (Black or African American Alone),B14007B_004M,Margin of Error for!!Enrolled in school,Enrolled in kindergarten,,,,True,Black or African American Alone,int
6726,B20017B.  Median Earnings by Sex by Work Exp. for the Pop. 16+ Yrs With Earnings (Black or African American Alone),B20017B_003M,"Margin of Error for!!Median earnings in the past 12 months (in 2012 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months",,,,,True,Black or African American Alone,int
6844,B08505B.  MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (BLACK OR AFRICAN AMERICAN ALONE),B08505B_003E,"Car, truck, or van - carpooled",,,,,False,Black or African American Alone,int
6845,B14007B.  School Enrollment by Level of School for the Population 3 Years and Over (Black or African American Alone),B14007B_009M,Margin of Error for!!Enrolled in school,Enrolled in grade 5,,,,True,Black or African American Alone,int
6912,B17010B.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age (Black Alone Hhldr),B17010B_041M,Margin Of Error For!!Income in the past 12 months at or above poverty level,Other family,"Female householder, no husband present",No related children under 18 years,,True,Black or African American Alone,int
6923,B01001B.  SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B01001B_013M,Margin Of Error For!!Male,55 to 64 years,,,,True,Black or African American Alone,int
6927,B19037B.  Age of Householder by Household Income (Black or African American Alone Householder),B19037B_067E,Householder 65 years and over,"$125,000 to $149,999",,,,False,Black or African American Alone,int
6947,B19001B.  Household Income (Black or African American Alone Householder),B19001B_012E,"$60,000 to $74,999",,,,,False,Black or African American Alone,int
6988,C21001B.  Sex by Age by Veteran Status for the Civilian Pop 18 Years and Over (Black or African American Alone),C21001B_015E,Female,65 years and over,Nonveteran,,,False,Black or African American Alone,int
7024,B13002B.  Women 15 to 50 Years Who Had A Birth in the Past 12 Months by Marital Status (Black or African American Alone),B13002B_002E,Women who had a birth in the past 12 months:,,,,,False,Black or African American Alone,int
7043,B17001B.  POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17001B_042E,Income in the past 12 months at or above poverty level,Male,45 to 54 years,,,False,Black or African American Alone,int
7055,B05003B.  Sex by Age by Nativity and Citizenship Status  (Black or African American Alone),B05003B_017M,Margin Of Error For!!Female,Under 18 years,Foreign born,Naturalized U.S. citizen,,True,Black or African American Alone,int
7086,B17001B.  POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17001B_040E,Income in the past 12 months at or above poverty level,Male,25 to 34 years,,,False,Black or African American Alone,int
7138,B19037B.  Age of Householder by Household Income (Black or African American Alone Householder),B19037B_040M,Margin of Error for!!Householder 45 to 64 years,"$20,000 to $24,999",,,,True,Black or African American Alone,int
7232,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_025E,Male,"Worked full-time, year-round in the past 12 months",With earnings,"$100,000 or more",,False,Black or African American Alone,int
7334,B14007B.  School Enrollment by Level of School for the Population 3 Years and Over (Black or African American Alone),B14007B_014E,Enrolled in school,Enrolled in grade 10,,,,False,Black or African American Alone,int
7338,B17020B.  POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17020B_002M,Margin Of Error For!!Income in the past 12 months below poverty level:,,,,,True,Black or African American Alone,int
7349,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_090E,Female,Other,With earnings,"$45,000 to $49,999",,False,Black or African American Alone,int
7354,B19037B.  Age of Householder by Household Income (Black or African American Alone Householder),B19037B_044E,Householder 45 to 64 years,"$40,000 to $44,999",,,,False,Black or African American Alone,int
7369,B07404B.  Geographical Mobility in the Past Year (Black or African American Alone) in the U.S.,B07404B_005E,Moved to different state,,,,,False,Black or African American Alone,int
7433,B19037B.  Age of Householder by Household Income (Black or African American Alone Householder),B19037B_049M,Margin of Error for!!Householder 45 to 64 years,"$100,000 to $124,999",,,,True,Black or African American Alone,int
7463,B17001B.  POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17001B_055M,Margin Of Error For!!Income in the past 12 months at or above poverty level,Female,35 to 44 years,,,True,Black or African American Alone,int
7504,C24010B.  Sex by Occupation for the Civilian Employed Population 16 Years and Over (Black or African American Alone),C24010B_004E,Male,Service occupations:,,,,False,Black or African American Alone,int
7522,B17010B.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age (Black Alone Hhldr),B17010B_011E,Income in the past 12 months below poverty level,Other family,"Male householder, no wife present",With related children under 18 years:,,False,Black or African American Alone,int
7583,B05003B.  Sex by Age by Nativity and Citizenship Status  (Black or African American Alone),B05003B_022E,Female,18 years and over,Foreign born,Naturalized U.S. citizen,,False,Black or African American Alone,int
7723,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_050E,Female,"Worked full-time, year-round in the past 12 months:",,,,False,Black or African American Alone,int
7728,B17001B.  POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17001B_019M,Margin Of Error For!!Income in the past 12 months below poverty level,Female,5 years,,,True,Black or African American Alone,int
7774,B19037B.  Age of Householder by Household Income (Black or African American Alone Householder),B19037B_066E,Householder 65 years and over,"$100,000 to $124,999",,,,False,Black or African American Alone,int
7792,B12002B.  SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),B12002B_005E,Male,Separated,,,,False,Black or African American Alone,int
7886,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_090M,Margin of Error for!!Female,Other,With earnings,"$45,000 to $49,999",,True,Black or African American Alone,int
7892,B17001B.  POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17001B_029M,Margin Of Error For!!Income in the past 12 months below poverty level,Female,65 to 74 years,,,True,Black or African American Alone,int
7946,B17001B.  POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17001B_027E,Income in the past 12 months below poverty level,Female,45 to 54 years,,,False,Black or African American Alone,int
7984,B18101B.  Age by Disability Status (Black or African American Alone),B18101B_008E,65 years and over:,,,,,False,Black or African American Alone,int
8083,C23002B.  Sex by Age by Employment Status for the Population 16 Years and Over (Black or African American Alone),C23002B_006M,Margin Of Error For!!Male,16 to 64 years,In labor force,Civilian:,,True,Black or African American Alone,int
8099,B17020B.  POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17020B_009E,Income in the past 12 months below poverty level,75 years and over,,,,False,Black or African American Alone,int
8103,B07004B.  Geographical Mobility in the Past Year (Black or African American Alone) in the U.S.,B07004B_003M,Margin Of Error For!!Moved within same county,,,,,True,Black or African American Alone,int
8119,B17010B.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age (Black Alone Hhldr),B17010B_001M,Margin Of Error For!!Total:,,,,,True,Black or African American Alone,int
8200,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_041M,Margin of Error for!!Male,Other,With earnings,"$35,000 to $39,999",,True,Black or African American Alone,int
8223,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_040E,Male,Other,With earnings,"$30,000 to $34,999",,False,Black or African American Alone,int
8251,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_082M,Margin of Error for!!Female,Other,With earnings,"$15,000 to $17,499",,True,Black or African American Alone,int
8295,C21001B.  Sex by Age by Veteran Status for the Civilian Pop 18 Years and Over (Black or African American Alone),C21001B_010E,Female,18 to 64 years:,,,,False,Black or African American Alone,int
8354,B01001B.  SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B01001B_009E,Male,25 to 29 years,,,,False,Black or African American Alone,int
8369,B25014B.  OCCUPANTS PER ROOM (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),B25014B_003M,Margin Of Error For!!1.01 or more occupants per room,,,,,True,Black or African American Alone,int
8403,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_005E,Male,"Worked full-time, year-round in the past 12 months",With earnings:,,,False,Black or African American Alone,int
8445,B18101B.  Age by Disability Status (Black or African American Alone),B18101B_010E,65 years and over,No disability,,,,False,Black or African American Alone,int
8448,C24010B.  Sex by Occupation for the Civilian Employed Population 16 Years and Over (Black or African American Alone),C24010B_011E,Female,Sales and office occupations:,,,,False,Black or African American Alone,int
8454,C15002B.  Sex by Educational Attainment for the Population 25 Years and Over (Black or African American Alone),C15002B_011M,Margin Of Error For!!Female,Bachelor's degree or higher,,,,True,Black or African American Alone,int
8478,B12002B.  SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),B12002B_010M,Margin Of Error For!!Female,Now married (except separated),,,,True,Black or African American Alone,int
8479,B17010B.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age (Black Alone Hhldr),B17010B_040M,Margin Of Error For!!Income in the past 12 months at or above poverty level,Other family,"Female householder, no husband present",With related children under 18 years,5 to 17 years only,True,Black or African American Alone,int
8586,B08505B.  MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (BLACK OR AFRICAN AMERICAN ALONE),B08505B_003M,"Margin Of Error For!!Car, truck, or van - carpooled",,,,,True,Black or African American Alone,int
8589,B07004B.  Geographical Mobility in the Past Year (Black or African American Alone) in the U.S.,B07004B_002E,Same house 1 year ago,,,,,False,Black or African American Alone,int
8638,B19101B.  Family Income (Black or African American Alone Householder),B19101B_015M,"Margin of Error for!!$125,000 to $149,999",,,,,True,Black or African American Alone,int
8640,B20017B.  Median Earnings by Sex by Work Exp. for the Pop. 16+ Yrs With Earnings (Black or African American Alone),B20017B_003E,"Median earnings in the past 12 months (in 2012 inflation-adjusted dollars) --!!Male --!!Worked full-time, year-round in the past 12 months",,,,,False,Black or African American Alone,int
8696,B12002B.  SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),B12002B_009M,Margin Of Error For!!Female,Never married,,,,True,Black or African American Alone,int
8705,B20017B.  Median Earnings by Sex by Work Exp. for the Pop. 16+ Yrs With Earnings (Black or African American Alone),B20017B_004E,Median earnings in the past 12 months (in 2012 inflation-adjusted dollars) --!!Male --!!Other,,,,,False,Black or African American Alone,int
